original_gene_id	gene	gene_symbol_mapped	effect_size	adjusted_p_value	raw_p_value	cell_type	comparison	dataset_name	timepoint	ensembl_id	source_file
MAPKAPK2	MAPKAPK2	MAPKAPK2	-0.282157432100647	1.0	0.0451876807185429	Dendritic Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NBEA	NBEA	NBEA	0.263815492771026	1.0	0.0487387205526072	Dendritic Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NCKAP5	NCKAP5	NCKAP5	0.382273034733145	1.0	0.0487491152881168	Dendritic Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ACER3	ACER3	ACER3	0.348018580094048	1.0	0.0489572618832888	Dendritic Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PPBP	PPBP	PPBP	0.320653210799164	0.0	0.0	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VCAN	VCAN	VCAN	0.369049023147764	1.49985852166395e-246	4.90133826235727e-251	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LYZ	LYZ	LYZ	0.586296493453665	4.78545692386821e-217	1.56382370637176e-221	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MTRNR2L12	MTRNR2L12	MTRNR2L12	2.40238120107587	3.2695940746761e-182	1.06845987865629e-186	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL41	RPL41	RPL41	-1.73602211964512	9.86298391714938e-179	3.22309202874069e-183	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PLCG2	PLCG2	PLCG2	1.87633363551816	1.4568088147097e-176	4.76065754292246e-181	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
B2M	B2M	B2M	-1.42358031625721	2.13570137869592e-173	6.97918819220261e-178	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NKG7	NKG7	NKG7	-1.82034295977009	1.05598204173215e-169	3.45080893347325e-174	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS27	RPS27	RPS27	-1.52926989577582	4.30341844744366e-158	1.40629994034301e-162	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPLP1	RPLP1	RPLP1	-1.60323781539936	2.46201635872126e-156	8.04554216764568e-161	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TMSB4X	TMSB4X	TMSB4X	-1.49587007949853	1.31948655874548e-153	4.31190666561707e-158	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL13A	RPL13A	RPL13A	-1.49280860953812	9.013680714583e-153	2.94555103250972e-157	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL13	RPL13	RPL13	-1.52429143280985	2.3188991546894e-149	7.5778541704173e-154	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS14	RPS14	RPS14	-1.44445787997387	1.25397780724385e-143	4.09783277423566e-148	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL28	RPL28	RPL28	-1.47769925474872	1.15025567081285e-142	3.75888262087139e-147	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL10	RPL10	RPL10	-1.43614045847776	2.95333687165193e-140	9.65111228931057e-145	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS18	RPS18	RPS18	-1.42310899726108	1.01654687278274e-136	3.32194004373301e-141	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPLP2	RPLP2	RPLP2	-1.38124245557069	2.82552496817219e-136	9.23343997964833e-141	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MTRNR2L8	MTRNR2L8	MTRNR2L8	0.740921322302244	2.2089474010048e-131	7.21854645601386e-136	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-C	HLA-C	HLA-C	-1.30333717950004	6.87037989288449e-130	2.2451488163408e-134	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS29	RPS29	RPS29	-1.2919612032167	1.81778057391844e-128	5.94026526557446e-133	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS27A	RPS27A	RPS27A	-1.33381049994136	1.55359488374485e-127	5.07694155009592e-132	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL19	RPL19	RPL19	-1.32441461255344	2.82710031936059e-126	9.23858801790984e-131	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
S100A9	S100A9	S100A9	0.348276364851923	1.8774506585375e-124	6.13525916975751e-129	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS12	RPS12	RPS12	-1.31484430449373	5.19958306550145e-123	1.69915462419576e-127	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS15	RPS15	RPS15	-1.28496169486371	1.88658079688246e-122	6.16509524813718e-127	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HIST1H1E	HIST1H1E	HIST1H1E	0.738087210201479	3.35205147662727e-121	1.09540586145135e-125	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-B	HLA-B	HLA-B	-1.13068265244018	3.56534244139346e-121	1.16510651331442e-125	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS11	RPS11	RPS11	-1.26516217016819	1.27319216328258e-120	4.16062273547461e-125	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS16	RPS16	RPS16	-1.2725132221659	7.40883318965422e-118	2.4211081956976e-122	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS28	RPS28	RPS28	-1.25844495404848	1.11477795228813e-117	3.64294615302811e-122	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS15A	RPS15A	RPS15A	-1.23231611549532	3.15396677452844e-116	1.03067441408073e-120	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL30	RPL30	RPL30	-1.2366499807266	4.40428531581429e-116	1.43926189203434e-120	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS2	RPS2	RPS2	-1.30129683354398	8.09868573337554e-115	2.64654283630454e-119	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS3	RPS3	RPS3	-1.2206025841203	3.59505418156882e-113	1.17481591502527e-117	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FAU	FAU	FAU	-1.17362185119763	2.00333341497572e-109	6.54662728334276e-114	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PFN1	PFN1	PFN1	-1.28084518502302	3.80511243618691e-108	1.24346016018657e-112	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL37A	RPL37A	RPL37A	-1.19134870061663	7.76790363672442e-108	2.53844764443136e-112	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS19	RPS19	RPS19	-1.18305992875504	9.69949485620375e-108	3.16966597699544e-112	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
EIF1	EIF1	EIF1	-1.15574754486705	2.29505973189785e-107	7.49995010587187e-112	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL27A	RPL27A	RPL27A	-1.14633935542762	1.94995742852173e-106	6.37220165524569e-111	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL34	RPL34	RPL34	-1.15305482149537	9.67821324843611e-105	3.16271143048793e-109	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MBNL1	MBNL1	MBNL1	1.07709130626377	4.98382801885856e-102	1.62864874313211e-106	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL39	RPL39	RPL39	-1.10352864608304	3.62412942727288e-99	1.18431731880425e-103	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL18A	RPL18A	RPL18A	-1.13311151368383	9.22727502612277e-98	3.0153508140658e-102	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-A	HLA-A	HLA-A	-1.05649531991023	2.09981051051071e-96	6.86190160619165e-101	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TMSB10	TMSB10	TMSB10	-1.10389179676685	1.09106811148553e-93	3.56546554519634e-98	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL11	RPL11	RPL11	-1.07593702075097	1.12606155260001e-93	3.67981945884124e-98	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL18	RPL18	RPL18	-1.07790671513915	1.61865683884203e-92	5.28955537022328e-97	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL3	RPL3	RPL3	-1.07857621109249	2.66613570093695e-92	8.71257704302785e-97	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL21	RPL21	RPL21	-1.06864082442559	3.3905793911721e-91	1.10799627174671e-95	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS23	RPS23	RPS23	-1.061797994019	1.66980316103746e-90	5.4566947519279e-95	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MT-CO3	MT-CO3	MT-CO3	-0.895945804895919	7.78400466240512e-90	2.54370924558188e-94	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GNLY	GNLY	GNLY	-1.32893375997565	9.7165055996512e-87	3.17522486181863e-91	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS24	RPS24	RPS24	-1.01309595248929	7.31261542903387e-86	2.3896655106153e-90	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS20	RPS20	RPS20	-1.0115761256951	9.70546029897975e-86	3.17161540439193e-90	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL15	RPL15	RPL15	-0.998216445129066	3.57717052953373e-84	1.16897177527981e-88	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL37	RPL37	RPL37	-0.991727130572453	2.28223336384374e-82	7.45803524016779e-87	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL32	RPL32	RPL32	-0.999536764391906	2.75010361984537e-82	8.98697303959143e-87	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL17	RPL17	RPL17	-0.966161812998647	5.21550509710536e-81	1.70435773246147e-85	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL9	RPL9	RPL9	-0.939132588190463	1.23200458305582e-77	4.02602719863997e-82	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS26	RPS26	RPS26	-0.969107324968614	2.47090864625055e-77	8.07460098117888e-82	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL23A	RPL23A	RPL23A	-0.960149638154699	4.69805831758462e-77	1.53526300368766e-81	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MT-CO2	MT-CO2	MT-CO2	-0.793039030994373	1.40837805171017e-76	4.6023922476722e-81	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL23	RPL23	RPL23	-0.957077897670986	1.22499371099142e-75	4.00311660073665e-80	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FLI1	FLI1	FLI1	0.737678489460777	6.83895652263229e-75	2.23488007667471e-79	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTMA	PTMA	PTMA	-0.997059794625422	1.44623055164748e-74	4.72608918547589e-79	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS25	RPS25	RPS25	-0.920202724623554	1.14705674010568e-72	3.74842894057607e-77	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL35A	RPL35A	RPL35A	-0.906952899904666	3.81941111358053e-72	1.24813277787671e-76	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS17	RPS17	RPS17	-0.913779952572672	5.09195166476099e-71	1.66398211325152e-75	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TPT1	TPT1	TPT1	-0.914023109831628	5.94305794702663e-71	1.94211233195864e-75	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS8	RPS8	RPS8	-0.898503265840017	2.91230213470963e-69	9.51701622401106e-74	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CFL1	CFL1	CFL1	-0.944496685647203	3.04076103128159e-69	9.93680282108947e-74	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UBA52	UBA52	UBA52	-0.865314646296126	9.59844195351223e-69	3.13664323176113e-73	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS21	RPS21	RPS21	-0.905493131970675	1.92290238986143e-68	6.28378938551496e-73	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
H3F3B	H3F3B	H3F3B	-0.902194548952301	2.89736478109891e-68	9.4682029381357e-73	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS4X	RPS4X	RPS4X	-0.920852687119609	2.01892704936802e-67	6.59758520756845e-72	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPL26	RPL26	RPL26	-0.865997114096126	8.43977794242562e-67	2.75800723585034e-71	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RIPOR2	RIPOR2	RIPOR2	0.870459537937739	1.33234973413028e-66	4.35394181278479e-71	Natural Killer Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
