original_gene_id	gene	gene_symbol_mapped	effect_size	adjusted_p_value	raw_p_value	cell_type	comparison	dataset_name	timepoint	ensembl_id	source_file
MAPKAP1	MAPKAP1	MAPKAP1	0.286459393926023	6.70935570670116e-36	2.19252825290061e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DMXL1	DMXL1	DMXL1	0.308797570774162	6.77536535631289e-36	2.21409932888235e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DIAPH1	DIAPH1	DIAPH1	0.341031276447383	7.84276140238563e-36	2.56291016711403e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ACAP2	ACAP2	ACAP2	0.320873302585759	8.71723083130741e-36	2.8486751515661e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ITFG1	ITFG1	ITFG1	0.383656681555236	1.03490688603795e-35	3.38193812632905e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TMEM71	TMEM71	TMEM71	0.280696260971676	1.17662545008514e-35	3.84505555401829e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
OAZ1	OAZ1	OAZ1	-0.323953056139323	1.24968466761114e-35	4.08380336463234e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VPS8	VPS8	VPS8	0.324329443036418	1.47972652389219e-35	4.83554956992318e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DIAPH2-AS1	DIAPH2-AS1	DIAPH2-AS1	0.254200900236717	1.52091188602224e-35	4.97013785831261e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
WDR49	WDR49	WDR49	0.427802433726319	1.60826455872597e-35	5.25559478032082e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PLXNC1	PLXNC1	PLXNC1	0.324483742857468	1.93863524344547e-35	6.33520225955188e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MYCBP2-AS1	MYCBP2-AS1	MYCBP2-AS1	0.275320390515346	2.25754168257367e-35	7.37734610821109e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
EIF4E3	EIF4E3	EIF4E3	0.283134444453982	2.72897044664687e-35	8.91791263895583e-40	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZFAND3	ZFAND3	ZFAND3	0.293105469525465	3.53705792802972e-35	1.15586351035251e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SPOPL	SPOPL	SPOPL	0.280041493070879	3.97178452460441e-35	1.29792638299546e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LPAR1	LPAR1	LPAR1	0.317619266318568	3.97317957306041e-35	1.29838226628555e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTPN12	PTPN12	PTPN12	0.366064076166803	9.17480356389514e-35	2.99820383774881e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MFSD4B	MFSD4B	MFSD4B	0.26215938834099	1.12495437955224e-34	3.67620136450522e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PAN3	PAN3	PAN3	0.337094569454154	1.34160659897056e-34	4.38419201650457e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ACTG1	ACTG1	ACTG1	-0.370984288095292	1.69368932323765e-34	5.5347515546474e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UBR2	UBR2	UBR2	0.310379008821289	1.75393389326794e-34	5.7316228007841e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UBR3	UBR3	UBR3	0.289491508260865	2.38362835312764e-34	7.78938058601889e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SRGAP2	SRGAP2	SRGAP2	0.284578308786504	2.85062479834227e-34	9.31546288795224e-39	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CR1	CR1	CR1	0.316262695934498	4.63964430026353e-34	1.51617407936457e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
APAF1	APAF1	APAF1	0.27529680184225	5.05236065006372e-34	1.65104429595886e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TNS3	TNS3	TNS3	0.272353125565487	6.20241458856899e-34	2.02686663460965e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AP3B1	AP3B1	AP3B1	0.311163630595792	6.78074679936939e-34	2.21585791293402e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UBC	UBC	UBC	-0.306443347541946	8.34628749607133e-34	2.72745580081413e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZNF518A	ZNF518A	ZNF518A	0.271891446186021	9.21030121885463e-34	3.00980399949499e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATP11A	ATP11A	ATP11A	0.298527763264053	1.02573373653084e-33	3.35196149318924e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MBOAT1	MBOAT1	MBOAT1	0.254962255822993	1.56431701761477e-33	5.11198005821631e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SDCCAG8	SDCCAG8	SDCCAG8	0.294177474843782	1.71387240003209e-33	5.60070716653734e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GAB1	GAB1	GAB1	0.285301511769942	1.91884460154321e-33	6.27052907272053e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZBTB20	ZBTB20	ZBTB20	0.429419666968893	2.24590905579439e-33	7.33933223030094e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
APC	APC	APC	0.304841077456265	2.59284864291724e-33	8.47308467996876e-38	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MBD2	MBD2	MBD2	0.269367674734852	3.26545547889898e-33	1.06710744057351e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AC079793.1	AC079793.1	AC079793.1	0.404794397236253	3.35454371032267e-33	1.09622029029204e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TYROBP	TYROBP	TYROBP	-0.378852339490149	3.89705219382967e-33	1.27350485076621e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTPRE	PTPRE	PTPRE	0.32001042712696	4.55392439377853e-33	1.48816195345856e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SH3BGRL	SH3BGRL	SH3BGRL	0.347029325275696	9.61061093006713e-33	3.14061989152875e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHST15	CHST15	CHST15	0.262166256301372	1.16313815717575e-32	3.80098087374842e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTPRJ	PTPRJ	PTPRJ	0.330613938351589	1.35178139735853e-32	4.41744190503097e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GAPDH	GAPDH	GAPDH	-0.331761531405955	1.36730081948581e-32	4.46815731344013e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
IQGAP1	IQGAP1	IQGAP1	0.295761912054109	1.75543801195307e-32	5.73653806069432e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PPP3CA	PPP3CA	PPP3CA	0.36370741621983	2.36993872877993e-32	7.74464471350588e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PCNX1	PCNX1	PCNX1	0.399786930292914	2.52952408873165e-32	8.26614845505589e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAPK1	MAPK1	MAPK1	0.315562970708319	2.82152180354532e-32	9.22035816981574e-37	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TBCK	TBCK	TBCK	0.293316240281445	3.50522630946388e-32	1.14546136056465e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
BABAM2	BABAM2	BABAM2	0.338816269840517	3.6476702466556e-32	1.19201014563433e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FBXW7	FBXW7	FBXW7	0.375667400737646	4.83779521557419e-32	1.5809271643326e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SLC25A6	SLC25A6	SLC25A6	-0.259985033164936	4.98735989088685e-32	1.62980291195936e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CSF3R	CSF3R	CSF3R	0.297950858688625	5.52049200668923e-32	1.80402340011412e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CORO1A	CORO1A	CORO1A	-0.312209505119662	5.70438584283883e-32	1.86411746114141e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GASK1B	GASK1B	GASK1B	0.253451543067573	8.64120094180516e-32	2.82382959439403e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RNF111	RNF111	RNF111	0.281302892391533	1.48600861800959e-31	4.85607861837713e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ERCC8	ERCC8	ERCC8	0.269101782290589	1.79831740947882e-31	5.87666223155719e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DUSP1	DUSP1	DUSP1	-0.328320803740092	2.82569420479288e-31	9.23399302242697e-36	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SUMF1	SUMF1	SUMF1	0.397774559176746	3.10500793628723e-31	1.01467531658679e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MTMR3	MTMR3	MTMR3	0.284251295586842	5.84569645836426e-31	1.91029589175656e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAP2K5	MAP2K5	MAP2K5	0.264602233603908	7.68891249334122e-31	2.51263438885697e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ETV6	ETV6	ETV6	0.304183051648156	8.79368025841817e-31	2.87365780805143e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CEP85L	CEP85L	CEP85L	0.370777110696478	9.97114334405531e-31	3.25843709161639e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LPP	LPP	LPP	0.348430187695721	1.414972359624e-30	4.62394156930819e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
P2RY8	P2RY8	P2RY8	-0.321065332379993	1.51792309497402e-30	4.96037088648744e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
QKI	QKI	QKI	0.312437989018552	1.65536428436715e-30	5.40951042242785e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
EXOC6	EXOC6	EXOC6	0.289488232707981	1.68597787871743e-30	5.50955157909032e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LAPTM5	LAPTM5	LAPTM5	-0.373137795812419	1.84380684137305e-30	6.02531564776656e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SESTD1	SESTD1	SESTD1	0.275909534544497	1.87915313353933e-30	6.14082263174188e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AGPAT4	AGPAT4	AGPAT4	0.26249410342409	2.22419467377415e-30	7.26837251649996e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
C9orf72	C9orf72	C9orf72	0.29178068983317	2.27548779822777e-30	7.43599162846892e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
POLK	POLK	POLK	0.268402971407035	2.91582699141259e-30	9.52853498713308e-35	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TRIP12	TRIP12	TRIP12	0.279766327402936	3.3179042109119e-30	1.0842469889585e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FNDC3A	FNDC3A	FNDC3A	0.325675070749838	4.86661985829053e-30	1.59034667438663e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UVRAG	UVRAG	UVRAG	0.291316168867404	7.75318656129593e-30	2.53363829982547e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
STXBP5	STXBP5	STXBP5	0.294967019502057	9.04565895770363e-30	2.95600109725291e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NEK7	NEK7	NEK7	0.315984637856099	9.75914013080729e-30	3.18915725983049e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
STK17B	STK17B	STK17B	0.34371052861923	1.0258082026763e-29	3.3522048386533e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PLD1	PLD1	PLD1	0.299777059360395	1.10026202165002e-29	3.59551002140461e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PHF20L1	PHF20L1	PHF20L1	0.283976883350333	1.12006167735162e-29	3.66021266413392e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ACVR2A	ACVR2A	ACVR2A	0.270012073650079	1.14470089712595e-29	3.74073035889661e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TTC17	TTC17	TTC17	0.334532716719546	1.27317676932031e-29	4.16057243005232e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
